delivery_time,tracking_nos,tinh_nhan,tinh_phat,tg_quydinh,ngay_gui_bp,time_pcp,tg_chenhlechphat,ma_dv_viettel,ma_buucuc_goc,ma_buucuc_phat,ma_trangthai,ma_doitac,ma_khgui,tg_toantrinh,danhgia_time_gach_bp1,danhgia_time_gach_bp2,danhgia_time_gach_bp3,time_gach_bp,time_gach_bp2,time_gach_bp3,tg_ptc,tg_nhantai_bcp,trong_luong,Ten_File_Nguon,tuyen,tg_chenhlechphat_so,ngay_bat_dau_phai_phat,ngay_phat_cuoi_cung,PTC,PTC_1,danh_gia_giao_hang
8/1/2026,VTPVN9045629906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9049750419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044110712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9049200714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9049000714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040352911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9043908008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9046489208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9041370219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040369809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9042848510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9045153814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9042681316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9047370616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9042220120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9041091317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044560515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9045040215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9049961220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040292220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9045753820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040234511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040203813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9048722317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9045234912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9042460514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9041762611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040312618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044461514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9041482812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9043442512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9048033815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9042322818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9046174715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9042054112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9049763112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9041782619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9042202715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044794214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9045973020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9049202819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9048902519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9045974316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044354016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040543813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9043463113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040094013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044513820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9041475913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040635413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040075614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9047595316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9045352215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9047520520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9049932613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9041540116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9041213313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044173115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9041041920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9045692917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9045213415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9045252620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9042141711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9043133419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044994316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044423116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9043722318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044923614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9041274211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9048373718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9045854912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9049193918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9048423312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9045894012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9049534516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9042403218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044983217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044543419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044555511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9045334020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9048956216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9047144611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9045964217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044496712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9041225213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9046085015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9045315514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9048244318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9047456619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9049735320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9048736712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9043645714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9043305812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9048536214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9049484918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044845811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9043404417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9043576617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044375520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9043474718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9046685216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040335520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9048923511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9049265414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040642813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9048752820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044134516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9047563615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044754111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9042842315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9046774515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9047482618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9041922517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040373318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9043375612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040035415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9047795613,VTU,HPG,6,2026-07-26,2026-07-30,-14.15 Giờ,TTNEW,TTH,HPGDA,501,VTPVN,TTH3220,"",Đúng chỉ tiêu,N/A,N/A,2026-08-01,,,2026-08-01,2026-07-30,8000,chitietketquaphat_TikTok_01082026.xlsx,VTU->HPG,-14,2026-07-30,2026-08-01,1,1,Giao đúng giờ
8/1/2026,VTPVN9045455016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9042344311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9042795916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9048055814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9043443019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9047034818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040163314,HCM,NBH,6,2026-07-26,2026-07-31,-8.71 Giờ,TTNEW,TT5HCM,HBNBHL,501,VTPVN,TT5HCM117,"",Đúng chỉ tiêu,Đúng chỉ tiêu,Đúng chỉ tiêu,2026-07-31,2026-07-31,2026-08-01,2026-08-01,2026-07-31,3400,chitietketquaphat_TikTok_01082026.xlsx,HCM->NBH,-8,2026-07-31,2026-08-01,1,0,Giao đúng giờ
8/1/2026,VTPVN9047775611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9042944812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044535914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9043343220,QNH,TNH,6,2026-07-26,2026-07-30,-11.21 Giờ,TTNEW,QNHTHD,HBTNCT,501,VTPVN,QNHTHD4624,"",Đúng chỉ tiêu,Đúng chỉ tiêu,Đúng chỉ tiêu,2026-07-31,2026-07-31,2026-08-01,2026-08-01,2026-07-30,400,chitietketquaphat_TikTok_01082026.xlsx,QNH->TNH,-11,2026-07-30,2026-08-01,1,0,Giao đúng giờ
8/1/2026,VTPVN9042295316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9042934117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9046175511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9042115415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044415312,VTU,QNH,6,2026-07-26,2026-07-30,-6.75 Giờ,TTNEW,MYN,HBQNBL,501,VTPVN,MYN3367,"",Đúng chỉ tiêu,Đúng chỉ tiêu,Đúng chỉ tiêu,2026-07-30,2026-07-31,2026-08-01,2026-08-01,2026-07-30,8000,chitietketquaphat_TikTok_01082026.xlsx,VTU->QNH,-6,2026-07-30,2026-08-01,1,0,Giao đúng giờ
8/1/2026,VTPVN9049895313,VTU,HPG,6,2026-07-26,2026-07-30,-6.36 Giờ,TTNEW,TTH,HBHDTK,501,VTPVN,TTH3220,"",Đúng chỉ tiêu,Đúng chỉ tiêu,Đúng chỉ tiêu,2026-07-31,2026-07-31,2026-08-01,2026-08-01,2026-07-29,8000,chitietketquaphat_TikTok_01082026.xlsx,VTU->HPG,-6,2026-07-29,2026-08-01,1,0,Giao đúng giờ
8/1/2026,VTPVN9044975914,BDG,BNH,6,2026-07-26,2026-07-30,-6.39 Giờ,TTNEW,HONI,HBBNPM,501,VTPVN,HONI4,"",Đúng chỉ tiêu,N/A,N/A,2026-08-01,,,2026-08-01,2026-07-28,1000,chitietketquaphat_TikTok_01082026.xlsx,BDG->BNH,-6,2026-07-28,2026-08-01,1,1,Giao đúng giờ
8/1/2026,VTPVN9041383918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9042404313,NDH,AGG,6,2026-07-26,2026-07-29,-4.65 Giờ,TTNEW,HBNDLH,HBKGKH,501,VTPVN,HBNDLH26,"",Đúng chỉ tiêu,Đúng chỉ tiêu,Đúng chỉ tiêu,2026-07-29,2026-07-29,2026-07-30,2026-08-01,2026-07-28,1000,chitietketquaphat_TikTok_01082026.xlsx,NDH->AGG,-4,2026-07-28,2026-08-01,1,0,Giao đúng giờ
8/1/2026,VTPVN9042524412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9046284613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040994717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9047834420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9048915114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9049375412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9046794419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9043223818,BDG,BNH,6,2026-07-26,2026-07-28,-9.81 Giờ,TTNEW,HONI,HBBNLT,501,VTPVN,HONI4,"",Đúng chỉ tiêu,N/A,N/A,2026-08-01,,,2026-08-01,2026-07-28,800,chitietketquaphat_TikTok_01082026.xlsx,BDG->BNH,-9,2026-07-28,2026-08-01,1,1,Giao đúng giờ
8/1/2026,VTPVN9047254220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9041383619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9049043018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044394118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9045094918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9041014520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9042703418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9045315212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9046823419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9048375320,VTU,THA,5,2026-07-27,2026-07-31,-1.70 Giờ,TTNEW,VTU,THA005,501,VTPVN,VTU6365,"",Đúng chỉ tiêu,N/A,N/A,2026-08-01,,,2026-08-01,2026-07-31,14000,chitietketquaphat_TikTok_01082026.xlsx,VTU->THA,-1,2026-07-31,2026-08-01,1,1,Giao đúng giờ
8/1/2026,VTPVN9045045111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9046936713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9046145415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9043485815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040855720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9047924816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9041905511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9041245914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9045796011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040824315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044124920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9042116211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9046823020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9049875018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040524713,BTE,QNI,5,2026-07-27,2026-07-31,-1.00 Giờ,TTNEW,TNTHBH,HBKTDT,501,VTPVN,TNTHBH614,"",Đúng chỉ tiêu,Đúng chỉ tiêu,Đúng chỉ tiêu,2026-07-31,2026-07-31,2026-08-01,2026-08-01,2026-07-31,4200,chitietketquaphat_TikTok_01082026.xlsx,BTE->QNI,-1,2026-07-31,2026-08-01,1,0,Giao đúng giờ
8/1/2026,VTPVN9041276616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9043376114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9043165116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9048744418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9043364519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9042884818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044056213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9049784117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040505116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9048284019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9041525411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9045545012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040705312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044676011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9049404018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9042963917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040784314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9046164218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040244215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9046156212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044076514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9049375916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9047484214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9046336712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044145613,HCM,THA,5,2026-07-27,2026-07-30,-12.42 Giờ,TTNEW,HBHCVL,THA005,501,VTPVN,HBHCVL8953,"",Đúng chỉ tiêu,N/A,N/A,2026-08-01,,,2026-08-01,2026-07-30,590,chitietketquaphat_TikTok_01082026.xlsx,HCM->THA,-12,2026-07-30,2026-08-01,1,1,Giao đúng giờ
8/1/2026,VTPVN9046677516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9048416820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044306411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9043937618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9049806211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9042258912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9043006419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040366114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9046466512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9049886116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044617818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040837514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9047066914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9047257915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9041146117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9049137011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9042557811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9043486915,BTE,CMU,4,2026-07-28,2026-07-30,-12.36 Giờ,TTNEW,HBBTCT,HBCMLVL,501,VTPVN,HBBTCT3675,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-07-30,2026-08-01,,2026-08-01,2026-07-30,3550,chitietketquaphat_TikTok_01082026.xlsx,BTE->CMU,-12,2026-07-30,2026-08-01,1,0,Giao đúng giờ
8/1/2026,VTPVN9043437215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9045305419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9041166011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9043685719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9045885719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9049345419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9042446114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9041365017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9042066112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044557514,HCM,HCM,4,2026-07-28,2026-07-29,-5.99 Giờ,TTNEW,TT5HCM,DGAN,501,VTPVN,TT5HCM117,"",Đúng chỉ tiêu,Đúng chỉ tiêu,Đúng chỉ tiêu,2026-07-30,2026-08-01,2026-08-01,2026-08-01,2026-07-29,3400,chitietketquaphat_TikTok_01082026.xlsx,HCM->HCM,-5,2026-07-29,2026-08-01,1,0,Giao đúng giờ
8/1/2026,VTPVN9042177619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9049286312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044825120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9043257516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040765520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9046886616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9044017216,NDH,LDG,4,2026-07-28,2026-08-01,-7.24 Giờ,TTNEW,HBNDHT,HBBTPQ,501,VTPVN,HBNDHT19,"",Đúng chỉ tiêu,N/A,N/A,2026-08-01,,,2026-08-01,2026-08-01,1000,chitietketquaphat_TikTok_01082026.xlsx,NDH->LDG,-7,2026-08-01,2026-08-01,1,1,Giao đúng giờ
8/1/2026,VTPVN9045294612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9046562517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9049073420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2026,VTPVN9040063118,BDG,BNH,6,2026-07-26,2026-07-28,-13.38 Giờ,TTNEW,HONI,HBBGLG,501,VTPVN,HONI4,"",Đúng chỉ tiêu,Đúng chỉ tiêu,Đúng chỉ tiêu,2026-07-28,2026-07-30,2026-07-31,2026-08-01,2026-07-28,800,chitietketquaphat_TikTok_01082026.xlsx,BDG->BNH,-13,2026-07-28,2026-08-01,1,0,Giao đúng giờ
8/1/2026,VTPVN9048835015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
