delivery_time,tracking_nos,tinh_nhan,tinh_phat,tg_quydinh,ngay_gui_bp,time_pcp,tg_chenhlechphat,ma_dv_viettel,ma_buucuc_goc,ma_buucuc_phat,ma_trangthai,ma_doitac,ma_khgui,tg_toantrinh,danhgia_time_gach_bp1,danhgia_time_gach_bp2,danhgia_time_gach_bp3,time_gach_bp,time_gach_bp2,time_gach_bp3,tg_ptc,tg_nhantai_bcp,trong_luong,Ten_File_Nguon,tuyen,tg_chenhlechphat_so,ngay_bat_dau_phai_phat,ngay_phat_cuoi_cung,PTC,PTC_1,danh_gia_giao_hang
8/9/2026,VTPVN9042676921,HCM,HNI,5,2026-08-04,2026-08-07,-7.89 Giờ,TTNEW,HBHT02,HN04,501,VTPVN,HBHT02629,"",Đúng chỉ tiêu,Đúng chỉ tiêu,Đúng chỉ tiêu,2026-08-07,2026-08-08,2026-08-09,2026-08-09,2026-08-07,1000,chitietketquaphat_TikTok_08082026.xlsx,HCM->HNI,-7,2026-08-07,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9048724824,VTU,NAN,5,2026-08-04,2026-08-07,-11.14 Giờ,TTNEW,MYN,HBNATD,501,VTPVN,MYN3367,"",Đúng chỉ tiêu,Đúng chỉ tiêu,Đúng chỉ tiêu,2026-08-07,2026-08-09,2026-08-09,2026-08-09,2026-08-07,8000,chitietketquaphat_TikTok_08082026.xlsx,VTU->NAN,-11,2026-08-07,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9042336324,BDG,HPG,6,2026-08-04,2026-08-08,-36.54 Giờ,TTNEW,HBBDTU,HBHDDG,501,VTPVN,HBBDTU2329,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-08,10400,chitietketquaphat_TikTok_08082026.xlsx,BDG->HPG,-36,2026-08-08,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9047624926,BDG,QNH,6,2026-08-04,2026-08-06,-38.37 Giờ,TTNEW,VSIP,HBQNPH,501,VTPVN,VSIP3846,"",Đúng chỉ tiêu,Đúng chỉ tiêu,Đúng chỉ tiêu,2026-08-06,2026-08-07,2026-08-07,2026-08-09,2026-08-06,1000,chitietketquaphat_TikTok_08082026.xlsx,BDG->QNH,-38,2026-08-06,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9044835629,BDG,HPG,6,2026-08-04,2026-08-07,-33.76 Giờ,TTNEW,BHCN,HIT,501,VTPVN,BHCN3354,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-08-07,2026-08-09,,2026-08-09,2026-08-07,17000,chitietketquaphat_TikTok_08082026.xlsx,BDG->HPG,-33,2026-08-07,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9049365525,HCM,HNI,5,2026-08-04,2026-08-08,-3.30 Giờ,TTNEW,LTTN,CMYTBH,501,VTPVN,LTTN5251,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-08-08,2026-08-09,,2026-08-09,2026-08-08,18360,chitietketquaphat_TikTok_08082026.xlsx,HCM->HNI,-3,2026-08-08,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9047864626,HCM,HNI,5,2026-08-04,2026-08-08,-14.44 Giờ,TTNEW,ALC,BVIMQG,501,VTPVN,ALC3693,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-08-08,2026-08-09,,2026-08-09,2026-08-07,1700,chitietketquaphat_TikTok_08082026.xlsx,HCM->HNI,-14,2026-08-07,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9042285523,BDG,PHO,6,2026-08-04,2026-08-08,-26.44 Giờ,TTNEW,HBBDTU,KQG,501,VTPVN,HBBDTU2329,"",Đúng chỉ tiêu,Đúng chỉ tiêu,Đúng chỉ tiêu,2026-08-08,2026-08-08,2026-08-09,2026-08-09,2026-08-08,10500,chitietketquaphat_TikTok_08082026.xlsx,BDG->PHO,-26,2026-08-08,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9040144629,BDG,HYN,6,2026-08-04,2026-08-09,-38.66 Giờ,TTNEW,HBBDTU,HBTBHH,501,VTPVN,HBBDTU2329,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-08,10400,chitietketquaphat_TikTok_08082026.xlsx,BDG->HYN,-38,2026-08-08,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9042124427,HCM,THA,5,2026-08-04,2026-08-09,-8.61 Giờ,TTNEW,HBHT01,HBTHDS,501,VTPVN,HBHT011061,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-09,700,chitietketquaphat_TikTok_08082026.xlsx,HCM->THA,-8,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9041444126,BDG,LSN,6,2026-08-04,2026-08-07,-32.37 Giờ,TTNEW,VSIP,HBLSBS,501,VTPVN,VSIP3846,"",Đúng chỉ tiêu,Đúng chỉ tiêu,Đúng chỉ tiêu,2026-08-07,2026-08-08,2026-08-08,2026-08-09,2026-08-07,1000,chitietketquaphat_TikTok_08082026.xlsx,BDG->LSN,-32,2026-08-07,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9040905923,BDG,NBH,6,2026-08-04,2026-08-08,-30.05 Giờ,TTNEW,HBBDTU,NBHHP,501,VTPVN,HBBDTU2329,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-08-08,2026-08-09,,2026-08-09,2026-08-08,5200,chitietketquaphat_TikTok_08082026.xlsx,BDG->NBH,-30,2026-08-08,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9042605124,BDG,BNH,6,2026-08-04,2026-08-06,-30.82 Giờ,TTNEW,HONI,HBBNGB,501,VTPVN,HONI4,"",Đúng chỉ tiêu,Đúng chỉ tiêu,Đúng chỉ tiêu,2026-08-07,2026-08-07,2026-08-09,2026-08-09,2026-08-06,2000,chitietketquaphat_TikTok_08082026.xlsx,BDG->BNH,-30,2026-08-06,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9043996323,VTU,BNH,6,2026-08-04,2026-08-08,-24.99 Giờ,TTNEW,MYN,HBBNPM,501,VTPVN,MYN3367,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-08-08,2026-08-09,,2026-08-09,2026-08-07,12000,chitietketquaphat_TikTok_08082026.xlsx,VTU->BNH,-24,2026-08-07,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9044784324,KGG,HNI,5,2026-08-04,2026-08-07,-5.08 Giờ,TTNEW,HBKGGR,HNITHA,501,VTPVN,HBKGGR1183,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-08-09,2026-08-09,,2026-08-09,2026-08-07,500,chitietketquaphat_TikTok_08082026.xlsx,KGG->HNI,-5,2026-08-07,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9049016521,BDG,HPG,6,2026-08-04,2026-08-06,-37.01 Giờ,TTNEW,VSIP,HPGDA,501,VTPVN,VSIP3846,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-08-07,2026-08-09,,2026-08-09,2026-08-06,1000,chitietketquaphat_TikTok_08082026.xlsx,BDG->HPG,-37,2026-08-06,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9040786226,THA,DTP,4,2026-08-05,2026-08-09,-12.63 Giờ,TTNEW,HBTHYD,HBDTSD,501,VTPVN,HBTHYD2294,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-09,300,chitietketquaphat_TikTok_08082026.xlsx,THA->DTP,-12,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9049306723,HCM,HCM,4,2026-08-05,2026-08-06,-12.46 Giờ,TTNEW,TT5HCM,VSIP,501,VTPVN,TT5HCM117,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-08-07,2026-08-09,,2026-08-09,2026-08-06,3400,chitietketquaphat_TikTok_08082026.xlsx,HCM->HCM,-12,2026-08-06,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9046386527,HCM,HCM,4,2026-08-05,2026-08-07,-9.54 Giờ,TTNEW,TT5HCM,VSIP,501,VTPVN,TT5HCM117,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-07,3000,chitietketquaphat_TikTok_08082026.xlsx,HCM->HCM,-9,2026-08-07,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9049005729,BLU,KHA,4,2026-08-05,2026-08-07,-10.78 Giờ,TTNEW,HBBLPL,KVH,501,VTPVN,HBBLPL1214,"",Đúng chỉ tiêu,Đúng chỉ tiêu,Đúng chỉ tiêu,2026-08-07,2026-08-08,2026-08-09,2026-08-09,2026-08-07,400,chitietketquaphat_TikTok_08082026.xlsx,BLU->KHA,-10,2026-08-07,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9040545029,THA,DTP,5,2026-08-05,2026-08-09,-34.36 Giờ,TTNEW,HBTHYD,TGGLDH,501,VTPVN,HBTHYD2294,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-09,300,chitietketquaphat_TikTok_08082026.xlsx,THA->DTP,-34,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9049197826,HCM,AGG,4,2026-08-05,2026-08-06,-8.43 Giờ,TTNEW,TT5HCM,HBKGGR,501,VTPVN,TT5HCM117,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-08-06,2026-08-09,,2026-08-09,2026-08-06,8700,chitietketquaphat_TikTok_08082026.xlsx,HCM->AGG,-8,2026-08-06,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9049065326,HCM,HCM,4,2026-08-05,2026-08-06,-8.31 Giờ,TTNEW,TT5HCM,VSIP,501,VTPVN,TT5HCM117,"",Đúng chỉ tiêu,Đúng chỉ tiêu,Đúng chỉ tiêu,2026-08-06,2026-08-09,2026-08-09,2026-08-09,2026-08-05,3000,chitietketquaphat_TikTok_08082026.xlsx,HCM->HCM,-8,2026-08-05,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9046857321,KGG,LDG,4,2026-08-05,2026-08-09,-11.86 Giờ,TTNEW,HBKGPQ,HBLDDD,501,VTPVN,HBKGPQ3178,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-09,200,chitietketquaphat_TikTok_08082026.xlsx,KGG->LDG,-11,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9043757521,THA,DNI,4,2026-08-05,2026-08-09,-13.75 Giờ,TTNEW,HBTHYD,HBBPTT,501,VTPVN,HBTHYD2294,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-09,800,chitietketquaphat_TikTok_08082026.xlsx,THA->DNI,-13,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9047897622,QNM,THA,4,2026-08-05,2026-08-08,-12.83 Giờ,TTNEW,QNMAS,THA004,501,VTPVN,QNMAS4587,"",Đúng chỉ tiêu,Đúng chỉ tiêu,Đúng chỉ tiêu,2026-08-08,2026-08-09,2026-08-09,2026-08-09,2026-08-08,100,chitietketquaphat_TikTok_08082026.xlsx,QNM->THA,-12,2026-08-08,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9041137425,HCM,HCM,4,2026-08-05,2026-08-06,-8.86 Giờ,TTNEW,TT5HCM,VSIP,501,VTPVN,TT5HCM117,"",Đúng chỉ tiêu,Đúng chỉ tiêu,Đúng chỉ tiêu,2026-08-06,2026-08-06,2026-08-09,2026-08-09,2026-08-06,3000,chitietketquaphat_TikTok_08082026.xlsx,HCM->HCM,-8,2026-08-06,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9046082129,KGG,DNG,4,2026-08-05,2026-08-09,-13.44 Giờ,TTNEW,SXI,HBQNDTT,501,VTPVN,SXI1162,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-09,1000,chitietketquaphat_TikTok_08082026.xlsx,KGG->DNG,-13,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9040798221,THA,AGG,4,2026-08-05,2026-08-09,-14.35 Giờ,TTNEW,HBTHYD,HBAGCD,501,VTPVN,HBTHYD2294,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-09,400,chitietketquaphat_TikTok_08082026.xlsx,THA->AGG,-14,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9045885027,THA,DTP,4,2026-08-05,2026-08-09,-11.20 Giờ,TTNEW,HBTHYD,HBDTSD,501,VTPVN,HBTHYD2294,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-08-09,2026-08-09,,2026-08-09,2026-08-09,800,chitietketquaphat_TikTok_08082026.xlsx,THA->DTP,-11,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9044766227,THA,CMU,4,2026-08-05,2026-08-09,-14.29 Giờ,TTNEW,HBTHYD,HBBLLD,501,VTPVN,HBTHYD2294,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-09,800,chitietketquaphat_TikTok_08082026.xlsx,THA->CMU,-14,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9041417324,THA,DTP,4,2026-08-05,2026-08-09,-14.92 Giờ,TTNEW,HBTHYD,TKDG,501,VTPVN,HBTHYD2294,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-09,300,chitietketquaphat_TikTok_08082026.xlsx,THA->DTP,-14,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9049985527,THA,NAN,4,2026-08-05,2026-08-09,-9.47 Giờ,TTNEW,HBTHYD,HBNAQP,501,VTPVN,HBTHYD2294,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-07,300,chitietketquaphat_TikTok_08082026.xlsx,THA->NAN,-9,2026-08-07,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9048957728,THA,DTP,4,2026-08-05,2026-08-09,-9.19 Giờ,TTNEW,HBTHYD,HBDTSD,501,VTPVN,HBTHYD2294,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-09,300,chitietketquaphat_TikTok_08082026.xlsx,THA->DTP,-9,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9042597328,TBH,LCI,4,2026-08-05,2026-08-07,-3.83 Giờ,TTNEW,HBTBQP,BCNM,501,VTPVN,HBTBQP1637,"",Đúng chỉ tiêu,Đúng chỉ tiêu,Đúng chỉ tiêu,2026-08-07,2026-08-08,2026-08-09,2026-08-09,2026-08-07,200,chitietketquaphat_TikTok_08082026.xlsx,TBH->LCI,-3,2026-08-07,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9041926823,THA,DNI,4,2026-08-05,2026-08-09,-13.64 Giờ,TTNEW,HBTHYD,HBBPTT,501,VTPVN,HBTHYD2294,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-08-09,2026-08-09,,2026-08-09,2026-08-08,400,chitietketquaphat_TikTok_08082026.xlsx,THA->DNI,-13,2026-08-08,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9043117327,THA,AGG,4,2026-08-05,2026-08-08,-13.84 Giờ,TTNEW,HBTHYD,MBH,501,VTPVN,HBTHYD2294,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-08-08,2026-08-09,,2026-08-09,2026-08-09,600,chitietketquaphat_TikTok_08082026.xlsx,THA->AGG,-13,2026-08-09,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9047157626,BTE,QNI,4,2026-08-05,2026-08-08,-10.73 Giờ,TTNEW,HBBTCL,HBKTDT,501,VTPVN,HBBTCL1558,"",Đúng chỉ tiêu,Đúng chỉ tiêu,Đúng chỉ tiêu,2026-08-08,2026-08-09,2026-08-09,2026-08-09,2026-08-08,4000,chitietketquaphat_TikTok_08082026.xlsx,BTE->QNI,-10,2026-08-08,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9041226027,QNM,THA,4,2026-08-05,2026-08-09,-7.89 Giờ,TTNEW,HBQNTK,NUTH,501,VTPVN,HBQNTK10572,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-08-09,2026-08-09,,2026-08-09,2026-08-09,300,chitietketquaphat_TikTok_08082026.xlsx,QNM->THA,-7,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9045546328,BTE,QNI,4,2026-08-05,2026-08-09,-7.59 Giờ,TTNEW,HBBTCL,HBKTPP,501,VTPVN,HBBTCL1558,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-08-09,2026-08-09,,2026-08-09,2026-08-09,3000,chitietketquaphat_TikTok_08082026.xlsx,BTE->QNI,-7,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9043926525,HCM,THA,5,2026-08-05,2026-08-09,-37.11 Giờ,TTNEW,PDH,HBTHHH,501,VTPVN,PDH4233,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-09,200,chitietketquaphat_TikTok_08082026.xlsx,HCM->THA,-37,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9041897321,THA,NAN,4,2026-08-05,2026-08-09,-9.48 Giờ,TTNEW,HBTHYD,HBNAQP,501,VTPVN,HBTHYD2294,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-07,400,chitietketquaphat_TikTok_08082026.xlsx,THA->NAN,-9,2026-08-07,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9049417830,THA,CMU,4,2026-08-05,2026-08-09,-14.32 Giờ,TTNEW,HBTHYD,HBBLBL,501,VTPVN,HBTHYD2294,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-09,300,chitietketquaphat_TikTok_08082026.xlsx,THA->CMU,-14,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9043146223,VTU,GLI,4,2026-08-05,2026-08-09,-13.89 Giờ,TTNEW,MYN,TMQ,501,VTPVN,MYN3367,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-08,200,chitietketquaphat_TikTok_08082026.xlsx,VTU->GLI,-13,2026-08-08,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9048817121,KGG,LDG,4,2026-08-05,2026-08-09,-12.23 Giờ,TTNEW,HBKGPQ,HBLDDD,501,VTPVN,HBKGPQ3178,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-08-09,2026-08-09,,2026-08-09,2026-08-09,400,chitietketquaphat_TikTok_08082026.xlsx,KGG->LDG,-12,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9048837728,THA,AGG,4,2026-08-05,2026-08-09,-13.07 Giờ,TTNEW,HBTHYD,BHKH,501,VTPVN,HBTHYD2294,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-08-09,2026-08-09,,2026-08-09,2026-08-09,300,chitietketquaphat_TikTok_08082026.xlsx,THA->AGG,-13,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9040645329,THA,KHA,4,2026-08-05,2026-08-09,-9.77 Giờ,TTNEW,HBTHYD,TCM,501,VTPVN,HBTHYD2294,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-09,400,chitietketquaphat_TikTok_08082026.xlsx,THA->KHA,-9,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9041546025,THA,DNI,4,2026-08-05,2026-08-09,-6.32 Giờ,TTNEW,HBTHYD,HBBPTT,501,VTPVN,HBTHYD2294,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-08-09,2026-08-09,,2026-08-09,2026-08-09,300,chitietketquaphat_TikTok_08082026.xlsx,THA->DNI,-6,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9044597525,BTE,QNI,4,2026-08-05,2026-08-09,-10.99 Giờ,TTNEW,HBBTCT,HBKTPP,501,VTPVN,HBBTCT3675,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-08-09,2026-08-09,,2026-08-09,2026-08-09,800,chitietketquaphat_TikTok_08082026.xlsx,BTE->QNI,-10,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9049846423,THA,KHA,4,2026-08-05,2026-08-09,-12.89 Giờ,TTNEW,HBTHYD,TCM,501,VTPVN,HBTHYD2294,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-09,300,chitietketquaphat_TikTok_08082026.xlsx,THA->KHA,-12,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9049765629,THA,AGG,4,2026-08-05,2026-08-09,-9.28 Giờ,TTNEW,HBTHYD,MBH,501,VTPVN,HBTHYD2294,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-08-09,2026-08-09,,2026-08-09,2026-08-09,300,chitietketquaphat_TikTok_08082026.xlsx,THA->AGG,-9,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9047057522,THA,VLG,4,2026-08-05,2026-08-09,-8.21 Giờ,TTNEW,HBTHYD,HGVG,501,VTPVN,HBTHYD2294,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-09,600,chitietketquaphat_TikTok_08082026.xlsx,THA->VLG,-8,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9048317227,THA,AGG,4,2026-08-05,2026-08-09,-14.27 Giờ,TTNEW,HBTHYD,HBAGCD,501,VTPVN,HBTHYD2294,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-09,300,chitietketquaphat_TikTok_08082026.xlsx,THA->AGG,-14,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9043537121,THA,KHA,4,2026-08-05,2026-08-09,-13.88 Giờ,TTNEW,HBTHYD,TCM,501,VTPVN,HBTHYD2294,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-09,300,chitietketquaphat_TikTok_08082026.xlsx,THA->KHA,-13,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9041646725,THA,AGG,4,2026-08-05,2026-08-09,-14.53 Giờ,TTNEW,HBTHYD,BHKH,501,VTPVN,HBTHYD2294,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-09,300,chitietketquaphat_TikTok_08082026.xlsx,THA->AGG,-14,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9048745724,KGG,LDG,4,2026-08-05,2026-08-09,-7.21 Giờ,TTNEW,HBKGPQ,HBLDDD,501,VTPVN,HBKGPQ3178,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-08-09,2026-08-09,,2026-08-09,2026-08-09,200,chitietketquaphat_TikTok_08082026.xlsx,KGG->LDG,-7,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9040117224,HCM,AGG,4,2026-08-05,2026-08-06,-9.48 Giờ,TTNEW,QGVP,HBKGKL,501,VTPVN,QGVP589,"",Đúng chỉ tiêu,Đúng chỉ tiêu,Đúng chỉ tiêu,2026-08-06,2026-08-06,2026-08-07,2026-08-09,2026-08-06,800,chitietketquaphat_TikTok_08082026.xlsx,HCM->AGG,-9,2026-08-06,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9045625927,KGG,LDG,4,2026-08-05,2026-08-09,-7.14 Giờ,TTNEW,HBKGPQ,HNH,501,VTPVN,HBKGPQ3178,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-08-09,2026-08-09,,2026-08-09,2026-08-09,50,chitietketquaphat_TikTok_08082026.xlsx,KGG->LDG,-7,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9046586328,HGG,SLA,4,2026-08-05,2026-08-09,-11.76 Giờ,TTNEW,HBHGBQ,HBSLQN,501,VTPVN,HBHGBQ2092,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-08,300,chitietketquaphat_TikTok_08082026.xlsx,HGG->SLA,-11,2026-08-08,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9043886224,HCM,HCM,4,2026-08-05,2026-08-06,-9.45 Giờ,TTNEW,TT5HCM,VSIP,501,VTPVN,TT5HCM117,"",Đúng chỉ tiêu,Đúng chỉ tiêu,Đúng chỉ tiêu,2026-08-07,2026-08-08,2026-08-09,2026-08-09,2026-08-06,6000,chitietketquaphat_TikTok_08082026.xlsx,HCM->HCM,-9,2026-08-06,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9045697726,HCM,HCM,4,2026-08-05,2026-08-06,-6.94 Giờ,TTNEW,TT5HCM,HBBDTG,501,VTPVN,TT5HCM117,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-08-06,2026-08-09,,2026-08-09,2026-08-06,3400,chitietketquaphat_TikTok_08082026.xlsx,HCM->HCM,-6,2026-08-06,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9049118523,BNH,AGG,4,2026-08-05,2026-08-09,-13.81 Giờ,TTNEW,XNLI,HBAGCT,501,VTPVN,XNLI1,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-09,4000,chitietketquaphat_TikTok_08082026.xlsx,BNH->AGG,-13,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9046766026,THA,AGG,4,2026-08-05,2026-08-09,-13.18 Giờ,TTNEW,HBTHYD,HBAGCD,501,VTPVN,HBTHYD2294,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-09,300,chitietketquaphat_TikTok_08082026.xlsx,THA->AGG,-13,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9043877929,HCM,AGG,4,2026-08-05,2026-08-07,-4.34 Giờ,TTNEW,TT5HCM,HBKGRG,501,VTPVN,TT5HCM117,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-08-07,2026-08-09,,2026-08-09,2026-08-07,3000,chitietketquaphat_TikTok_08082026.xlsx,HCM->AGG,-4,2026-08-07,2026-08-09,1,0,Giao đúng giờ
8/9/2026,VTPVN9049657530,BDH,DLK,4,2026-08-05,2026-08-09,-11.91 Giờ,TTNEW,HBBDTS,HBDLCM,501,VTPVN,HBBDTS2245,"",Đúng chỉ tiêu,Đúng chỉ tiêu,N/A,2026-08-09,2026-08-09,,2026-08-09,2026-08-09,500,chitietketquaphat_TikTok_08082026.xlsx,BDH->DLK,-11,2026-08-09,2026-08-09,1,1,Giao đúng giờ
8/9/2026,VTPVN9043558821,BGG,DLK,4,2026-08-05,2026-08-09,-14.12 Giờ,TTNEW,BCLY,HBPYSC,501,VTPVN,BCLY9,"",Đúng chỉ tiêu,N/A,N/A,2026-08-09,,,2026-08-09,2026-08-09,3000,chitietketquaphat_TikTok_08082026.xlsx,BGG->DLK,-14,2026-08-09,2026-08-09,1,1,Giao đúng giờ
